problem_id,category,subtype,difficulty,layer,n_tokens,unique_experts,unique_per_token,entropy,concentration,top1_expert,top6_experts,correct,truncated,n_gen_tokens
comp-easy-01,computational,gsm8k_word_problem,easy,40,102,103,1.0098039215686274,4.119236474366316,0.11297350343473994,12,"12,126,19,44,87,11",True,False,103
comp-easy-01,computational,gsm8k_word_problem,easy,43,102,97,0.9509803921568627,4.161957140117983,0.0548086718085799,7,"7,36,100,91,6,105",True,False,103
comp-easy-01,computational,gsm8k_word_problem,easy,45,102,97,0.9509803921568627,4.069369567487158,0.09935393565015252,99,"99,43,4,36,50,16",True,False,103
comp-easy-01,computational,gsm8k_word_problem,easy,47,102,104,1.0196078431372548,4.188617147876911,0.06100170515635068,34,"34,61,10,97,12,75",True,False,103
comp-easy-01,computational,gsm8k_word_problem,easy,49,102,99,0.9705882352941176,4.087023104652568,0.06981281921048109,104,"104,10,29,50,61,9",True,False,103
comp-easy-01,computational,gsm8k_word_problem,easy,51,102,111,1.088235294117647,4.357473568398473,0.03757848997659602,89,"89,55,12,94,36,19",True,False,103
comp-easy-02,computational,gsm8k_word_problem,easy,1,164,124,0.7560975609756098,4.629451966595338,0.02273546714415058,38,"38,95,2,51,116,26",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,3,164,124,0.7560975609756098,4.462886650293509,0.049409023431242885,96,"96,64,78,53,117,112",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,6,164,115,0.7012195121951219,4.297639444357143,0.08661441235334365,106,"106,18,79,89,47,23",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,8,164,105,0.6402439024390244,4.159099354048623,0.08670432804101108,13,"13,79,10,86,77,116",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,10,164,96,0.5853658536585366,3.9838635414489763,0.06595087640738473,80,"80,55,90,49,99,123",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,13,164,97,0.5914634146341463,3.7658359387740146,0.15083975356550275,34,"34,35,125,62,63,46",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,15,164,106,0.6463414634146342,4.268920813677459,0.05303404721044865,70,"70,68,122,51,124,40",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,17,164,89,0.5426829268292683,3.994735419957766,0.07426982888314791,3,"3,36,75,64,30,19",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,20,164,100,0.6097560975609756,3.8168201140897637,0.15564117069104116,16,"16,26,19,30,119,58",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,22,164,106,0.6463414634146342,4.2286885336470075,0.06534902145728773,7,"7,58,101,56,94,38",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,24,164,100,0.6097560975609756,4.064525549635213,0.07349717778887992,72,"72,79,78,30,16,35",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,27,164,100,0.6097560975609756,3.9369762527569554,0.1404392149390244,90,"90,118,70,103,122,32",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,29,164,104,0.6341463414634146,4.08226714926573,0.05939014743851072,18,"18,45,123,7,83,38",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,31,164,116,0.7073170731707317,4.109625803782476,0.1380790796951094,35,"35,67,21,41,58,23",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,34,164,105,0.6402439024390244,4.134935327666301,0.06476922163110564,98,"98,35,1,66,50,73",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,36,164,105,0.6402439024390244,4.153970683122797,0.07048943703486689,105,"105,35,76,21,6,127",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,38,164,107,0.6524390243902439,4.1219945734678465,0.0702586989725283,87,"87,54,29,27,93,19",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,40,164,107,0.6524390243902439,4.177620231724928,0.08727320364184188,12,"12,51,22,44,98,90",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,43,164,108,0.6585365853658537,4.06674522366257,0.081955357544263,107,"107,78,99,36,24,69",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,45,164,116,0.7073170731707317,4.392058758887939,0.0415391190704417,22,"22,108,46,91,125,78",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,47,164,118,0.7195121951219512,4.387693763655073,0.06420456761522872,75,"75,61,46,106,19,97",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,49,164,111,0.676829268292683,4.194588332262934,0.08810362568419247,22,"22,8,52,41,60,127",True,False,165
comp-easy-02,computational,gsm8k_word_problem,easy,51,164,124,0.7560975609756098,4.453421675643044,0.05472648665965408,55,"55,89,104,123,36,13",True,False,165
comp-easy-03,computational,gsm8k_word_problem,easy,1,98,118,1.2040816326530612,4.5078383787064285,0.028053392325974202,41,"41,33,84,38,123,51",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,3,98,113,1.153061224489796,4.360974543640483,0.05255899097260491,115,"115,64,112,75,51,85",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,6,98,106,1.0816326530612246,4.282010397715397,0.05890448020432191,106,"106,23,29,27,45,79",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,8,98,94,0.9591836734693877,3.789932670958736,0.1690090178069176,86,"86,10,88,43,2,77",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,10,98,89,0.9081632653061225,4.04389841572155,0.08445429859744401,4,"4,21,76,99,60,90",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,13,98,79,0.8061224489795918,3.7461736951132907,0.10742420958488103,34,"34,113,50,62,65,38",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,15,98,89,0.9081632653061225,3.9484171506239476,0.0786782100570194,17,"17,42,68,51,21,108",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,17,98,74,0.7551020408163265,3.7023084306815046,0.11612025669642857,3,"3,36,19,45,21,30",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,20,98,85,0.8673469387755102,3.704463459220124,0.11198598518499327,16,"16,26,100,120,119,19",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,22,98,108,1.1020408163265305,4.175618823020568,0.06605046011207712,7,"7,94,101,9,112,58",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,24,98,78,0.7959183673469388,3.848844070069692,0.08671714587368107,65,"65,78,50,120,30,82",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,27,98,86,0.8775510204081632,3.879990812452197,0.11983107478567963,90,"90,70,64,11,74,10",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,29,98,95,0.9693877551020408,4.0418431133352355,0.06294904952002359,18,"18,45,94,38,47,42",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,31,98,96,0.9795918367346939,3.9995314170321237,0.14238750790969742,35,"35,23,20,58,33,19",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,34,98,95,0.9693877551020408,4.162504720818427,0.0521911501497039,27,"27,80,66,63,1,98",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,36,98,95,0.9693877551020408,4.036006867359214,0.07835753408891044,45,"45,105,79,34,101,20",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,38,98,90,0.9183673469387755,3.9265417510649767,0.10388736840689194,51,"51,14,10,54,84,19",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,40,98,91,0.9285714285714286,3.8675396251687353,0.16642484588908,59,"59,44,12,92,25,68",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,43,98,94,0.9591836734693877,3.880248185561877,0.11718556931146913,103,"103,13,6,36,88,7",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,45,98,99,1.010204081632653,4.118012219340126,0.06447289423007456,43,"43,74,16,45,25,78",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,47,98,100,1.0204081632653061,4.128178111230414,0.07260751395694709,63,"63,12,90,34,0,75",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,49,98,100,1.0204081632653061,4.171676759129366,0.05326647537344778,61,"61,50,62,46,127,49",True,False,99
comp-easy-03,computational,gsm8k_word_problem,easy,51,98,112,1.1428571428571428,4.329072039339116,0.06551468402936332,55,"55,19,10,78,85,12",True,False,99
comp-easy-04,computational,gsm8k_word_problem,easy,1,590,128,0.21694915254237288,4.644182071336084,0.033760095941000025,124,"124,88,33,87,2,8",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,3,590,127,0.21525423728813559,4.559906684977434,0.034864520673876034,115,"115,112,64,98,43,117",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,6,590,126,0.2135593220338983,4.387378114017426,0.08396902594738158,106,"106,79,23,3,27,83",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,8,590,121,0.20508474576271185,4.178235195018339,0.09095131327663539,25,"25,120,79,10,51,47",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,10,590,119,0.2016949152542373,3.9710311275091765,0.11466067750786507,115,"115,80,100,49,99,4",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,13,590,114,0.19322033898305085,3.9317093628938875,0.11042392576875515,50,"50,34,125,68,95,97",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,15,590,125,0.211864406779661,4.25173016599615,0.07607234584400037,22,"22,70,122,40,108,91",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,17,590,111,0.188135593220339,3.975005508261805,0.11208509862823623,3,"3,36,45,52,26,74",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,20,590,118,0.2,3.876451224304064,0.1447323099280902,26,"26,86,100,16,14,30",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,22,590,128,0.21694915254237288,4.31583913526871,0.07086791617738472,7,"7,58,112,56,14,101",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,24,590,115,0.19491525423728814,4.2350951980163485,0.045025379530177656,72,"72,113,42,123,67,46",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,27,590,117,0.19830508474576272,3.9383559413839526,0.16487861283922842,90,"90,70,103,11,118,74",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,29,590,121,0.20508474576271185,4.262071006100696,0.09415942786323334,45,"45,18,38,43,94,80",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,31,590,123,0.20847457627118643,3.9845562294966648,0.15959523097991044,35,"35,25,67,58,20,41",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,34,590,120,0.2033898305084746,4.238348458712767,0.044606411665811,66,"66,80,1,98,35,63",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,36,590,119,0.2016949152542373,4.002610173898301,0.14529442799595305,65,"65,72,37,105,127,34",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,38,590,120,0.2033898305084746,4.043292325567281,0.10798391519734786,27,"27,119,54,51,99,64",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,40,590,121,0.20508474576271185,4.018273972128956,0.10575648107917986,126,"126,12,10,108,44,60",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,43,590,120,0.2033898305084746,4.218142712964005,0.07323657429197022,99,"99,103,2,104,113,7",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,45,590,122,0.20677966101694914,4.1001768203096285,0.12185873847766517,99,"99,43,16,67,25,96",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,47,590,121,0.20508474576271185,4.282853635171546,0.05632986297420091,23,"23,111,75,12,34,46",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,49,590,119,0.2016949152542373,4.096660967788935,0.07764966944447214,104,"104,85,10,41,60,29",True,False,591
comp-easy-04,computational,gsm8k_word_problem,easy,51,590,122,0.20677966101694914,4.436571471724829,0.03977191061019529,55,"55,10,13,123,0,89",True,False,591
comp-easy-05,computational,gsm8k_word_problem,easy,1,490,128,0.2612244897959184,4.72927619308712,0.019860838803701996,80,"80,83,27,72,55,50",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,3,490,127,0.25918367346938775,4.61667239341314,0.03197924817172893,112,"112,117,64,115,98,109",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,6,490,127,0.25918367346938775,4.504654072832676,0.08290316428109767,106,"106,79,42,23,105,11",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,8,490,123,0.2510204081632653,4.522297612202613,0.045367932099768075,79,"79,43,110,119,116,120",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,10,490,117,0.23877551020408164,4.192107187142642,0.0769577932214331,99,"99,100,21,124,15,49",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,13,490,118,0.24081632653061225,4.105652331864819,0.07539181015459358,34,"34,3,125,95,68,17",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,15,490,122,0.24897959183673468,4.159016590220547,0.146868410668091,87,"87,86,125,51,40,122",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,17,490,108,0.22040816326530613,4.124577003372836,0.09739316440317473,36,"36,107,6,3,104,127",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,20,490,118,0.24081632653061225,4.227721712458988,0.06405646075737605,26,"26,1,76,16,93,54",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,22,490,124,0.2530612244897959,4.462850580671439,0.04971610237324654,7,"7,58,48,94,56,88",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,24,490,118,0.24081632653061225,4.24179426097142,0.062031961399987845,67,"67,16,79,42,105,35",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,27,490,115,0.23469387755102042,4.163358982119138,0.14245932863878866,90,"90,103,11,125,89,39",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,29,490,124,0.2530612244897959,4.448300355518145,0.05561987216358963,18,"18,43,52,38,33,19",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,31,490,123,0.2510204081632653,4.297039183846993,0.11446263853587887,35,"35,58,57,19,25,98",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,34,490,119,0.24285714285714285,4.231891906258479,0.06678091614944781,98,"98,1,35,84,120,116",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,36,490,122,0.24897959183673468,4.363341756609432,0.04196077638088777,11,"11,127,14,37,104,76",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,38,490,119,0.24285714285714285,4.251877692686508,0.06910099332254388,87,"87,126,79,109,93,54",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,40,490,122,0.24897959183673468,4.202414886038024,0.12574201562784312,12,"12,104,126,114,124,10",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,43,490,118,0.24081632653061225,4.203731181505825,0.06824065666611129,113,"113,72,24,99,78,107",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,45,490,124,0.2530612244897959,4.239299772360915,0.12146148188398902,4,"4,125,22,116,108,43",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,47,490,123,0.2510204081632653,4.3884462902474635,0.052528583822061936,70,"70,75,61,77,5,34",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,49,490,119,0.24285714285714285,4.2807693388429655,0.04901048356932729,41,"41,60,85,30,46,125",True,False,491
comp-easy-05,computational,gsm8k_word_problem,easy,51,490,126,0.2571428571428571,4.51468102019781,0.05676520200204629,13,"13,123,36,10,17,55",True,False,491
comp-easy-06,computational,gsm8k_word_problem,easy,1,364,128,0.3516483516483517,4.662241473014445,0.028702747680754405,1,"1,21,117,98,109,120",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,3,364,127,0.3489010989010989,4.589854325533429,0.028016930886473078,118,"118,70,51,0,9,85",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,6,364,124,0.34065934065934067,4.286790234753885,0.09879893157279653,106,"106,86,29,23,124,11",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,8,364,111,0.30494505494505497,3.7574361084661585,0.19803989692422644,100,"100,2,105,113,10,119",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,10,364,103,0.28296703296703296,3.807670893187625,0.11161108094360155,48,"48,3,76,28,43,51",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,13,364,98,0.2692307692307692,3.678382116073697,0.1368922874140295,31,"31,34,51,39,3,40",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,15,364,110,0.3021978021978022,3.654662793968696,0.188440707500441,39,"39,87,115,38,69,116",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,17,364,98,0.2692307692307692,3.8836644153815554,0.09302844375416937,36,"36,3,64,81,6,7",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,20,364,106,0.29120879120879123,3.6678167169765397,0.1780637682154802,100,"100,16,84,11,7,124",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,22,364,117,0.32142857142857145,4.1511326543038995,0.06796172571130468,14,"14,59,48,101,7,58",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,24,364,114,0.3131868131868132,4.088728103152465,0.07466986248806044,6,"6,42,76,79,55,78",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,27,364,102,0.2802197802197802,3.6545573680668486,0.1609430784595294,90,"90,107,14,11,103,69",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,29,364,117,0.32142857142857145,4.265023515453352,0.04805006220886753,9,"9,18,98,45,50,40",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,31,364,119,0.3269230769230769,4.084529652364919,0.09052641293840805,109,"109,56,35,58,83,53",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,34,364,119,0.3269230769230769,4.2659800518411535,0.09908385770086417,98,"98,1,63,48,109,47",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,36,364,115,0.3159340659340659,4.236383852536878,0.06697939708401467,96,"96,20,121,14,100,34",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,38,364,114,0.3131868131868132,3.812357178859242,0.1922525130698951,30,"30,14,64,121,120,77",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,40,364,114,0.3131868131868132,3.9224980501135214,0.12619265154808776,57,"57,106,12,19,28,44",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,43,364,113,0.31043956043956045,4.0043648100166855,0.12364716437066918,113,"113,122,91,36,69,104",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,45,364,113,0.31043956043956045,4.145228142703842,0.05050539331687747,10,"10,14,16,78,71,93",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,47,364,122,0.33516483516483514,4.132243983264714,0.14799572135814415,39,"39,91,75,34,12,61",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,49,364,113,0.31043956043956045,4.167322801828552,0.060917823823799115,46,"46,71,117,85,39,30",True,False,365
comp-easy-06,computational,gsm8k_word_problem,easy,51,364,125,0.3434065934065934,4.368319534056902,0.08681004753546917,0,"0,17,123,55,16,36",True,False,365
comp-easy-19,computational,generated_arithmetic,easy,1,54,100,1.8518518518518519,4.39516831132495,0.04477779284777793,51,"51,33,38,5,8,100",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,3,54,91,1.6851851851851851,4.157027303506205,0.07177191840277777,98,"98,117,115,17,112,85",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,6,54,82,1.5185185185185186,4.063377553158271,0.05604513848073567,106,"106,23,37,42,115,45",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,8,54,74,1.3703703703703705,3.696234022538913,0.12063926676384312,114,"114,10,43,13,120,115",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,10,54,64,1.1851851851851851,3.67354403864092,0.1400103444783634,90,"90,60,36,99,31,66",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,13,54,68,1.2592592592592593,3.745761012381564,0.1058177806712963,34,"34,108,62,24,65,13",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,15,54,78,1.4444444444444444,3.9737144491290266,0.0623523837425898,21,"21,68,67,55,14,33",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,17,54,61,1.1296296296296295,3.711754203251328,0.08743375442955793,75,"75,19,21,3,30,59",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,20,54,68,1.2592592592592593,3.6665150231094787,0.10296553769585787,16,"16,31,120,26,116,119",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,22,54,85,1.5740740740740742,3.9902772726005664,0.12413940274052869,46,"46,94,38,112,65,76",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,24,54,69,1.2777777777777777,3.694051738624969,0.11122454054298438,67,"67,78,35,30,3,79",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,27,54,76,1.4074074074074074,3.8558114864480704,0.08711944471572064,64,"64,90,11,122,5,13",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,29,54,68,1.2592592592592593,3.8039830938637147,0.0634795193011502,83,"83,18,45,94,125,76",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,31,54,86,1.5925925925925926,4.074194595439148,0.08015686856063962,35,"35,58,112,33,61,53",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,34,54,74,1.3703703703703705,3.619969104853517,0.19057849730133455,35,"35,84,95,89,27,80",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,36,54,84,1.5555555555555556,4.028048594588666,0.08258312566234687,105,"105,104,35,26,114,12",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,38,54,81,1.5,4.016464320043386,0.06357131812875755,79,"79,19,87,93,29,99",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,40,54,83,1.537037037037037,4.11700550699779,0.042903025129844764,25,"25,96,92,9,57,15",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,43,54,77,1.4259259259259258,3.8294031761675367,0.07862115486689254,105,"105,36,107,7,43,103",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,45,54,78,1.4444444444444444,3.943649033446102,0.0846977315739551,4,"4,50,56,36,78,74",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,47,54,89,1.6481481481481481,4.017799570123768,0.0691969371995703,34,"34,12,77,0,61,64",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,49,54,84,1.5555555555555556,3.996448879867913,0.08984876912991387,9,"9,61,16,49,20,50",True,False,55
comp-easy-19,computational,generated_arithmetic,easy,51,54,104,1.9259259259259258,4.329787738355934,0.03337085814265757,19,"19,99,55,94,12,73",True,False,55
comp-easy-20,computational,generated_arithmetic,easy,1,62,102,1.6451612903225807,4.384558929313353,0.03752847003676297,33,"33,109,38,4,50,36",True,False,63
comp-easy-20,computational,generated_arithmetic,easy,3,62,97,1.564516129032258,4.188361895266949,0.054438045043973676,115,"115,64,117,85,98,96",True,False,63
comp-easy-20,computational,generated_arithmetic,easy,6,62,92,1.4838709677419355,4.194609316193875,0.04077669138291547,106,"106,23,115,29,37,79",True,False,63
comp-easy-20,computational,generated_arithmetic,easy,8,62,85,1.3709677419354838,3.8938624004252267,0.09025886577884183,114,"114,43,13,120,10,77",True,False,63
comp-easy-20,computational,generated_arithmetic,easy,10,62,70,1.1290322580645162,3.781276148594295,0.13087701032559773,90,"90,60,58,66,99,124",True,False,63
comp-easy-20,computational,generated_arithmetic,easy,13,62,70,1.1290322580645162,3.7630862498732545,0.09264299597717987,34,"34,108,62,65,96,35",True,False,63
comp-easy-20,computational,generated_arithmetic,easy,15,62,84,1.3548387096774193,4.115856398269677,0.060112194518802384,21,"21,68,67,33,125,29",True,False,63
comp-easy-20,computational,generated_arithmetic,easy,17,62,65,1.0483870967741935,3.7133471173371055,0.09298823707306623,75,"75,21,19,3,30,124",True,False,63
comp-easy-20,computational,generated_arithmetic,easy,20,62,76,1.2258064516129032,3.7356157786427096,0.09540505802744491,16,"16,31,120,26,119,47",True,False,63
comp-easy-20,computational,generated_arithmetic,easy,22,62,93,1.5,4.076808887156096,0.10038440970939697,46,"46,94,54,50,7,76",True,False,63
comp-easy-20,computational,generated_arithmetic,easy,24,62,75,1.2096774193548387,3.748301661918524,0.11770737596662044,67,"67,78,35,30,36,3",True,False,63
comp-easy-20,computational,generated_arithmetic,easy,27,62,80,1.2903225806451613,3.917724548115703,0.08791999798388367,64,"64,90,13,122,5,118",True,False,63
comp-easy-20,computational,generated_arithmetic,easy,29,62,73,1.1774193548387097,3.825071069585975,0.07324055471856515,83,"83,76,18,33,125,105",True,False,63
comp-easy-20,computational,generated_arithmetic,easy,31,62,92,1.4838709677419355,4.124240469318748,0.06756688644504018,35,"35,58,61,98,112,37",True,False,63
comp-easy-20,computational,generated_arithmetic,easy,34,62,82,1.3225806451612903,3.805279128128761,0.15864182849438402,35,"35,84,89,53,80,66",True,False,63
comp-easy-20,computational,generated_arithmetic,easy,36,62,86,1.3870967741935485,4.034404366033794,0.07836319576741245,104,"104,105,26,3,0,56",True,False,63
comp-easy-20,computational,generated_arithmetic,easy,38,62,86,1.3870967741935485,4.121831477631391,0.057467887885207555,29,"29,79,87,17,19,75",True,False,63
